Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,1668,0.05,83.4,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,21,0.3846153846153846,8.076923076923077,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,164,0.16666666666666666,27.333333333333332,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,99,0.11904761904761904,11.785714285714285,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",142.9759706959707,0.2,28.595194139194138,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-12.39,1,-12.39,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,TRUE,School-code record,Sussex Central High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",24.77,1,24.77,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,99,0.48,47.519999999999996,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,21,1.54,32.34,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,1952,0.2,390.40000000000003,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,164,0.67,109.88000000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,466,0.675,314.55,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,586,0.47,275.41999999999996,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,401,0.2,80.2,Calculator school row,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,466,0.675,314.55,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,748,Sussex Central High School,TRUE,FALSE,Official school/program record,Sussex Central High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,586,0.47,275.41999999999996,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,71.56619780219779,,7,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",77.56619780219779,,3,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,604,0.05,30.2,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,33,0.3846153846153846,12.692307692307692,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,52,0.16666666666666666,8.666666666666666,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,46,0.11904761904761904,5.476190476190476,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",58.80516483516483,0.2,11.761032967032968,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-1.78,1,-1.78,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,TRUE,School-code record,Sussex Central Middle,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",3.55,1,3.55,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,46,0.48,22.08,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,33,1.54,50.82,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,735,0.2,147,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,52,0.67,34.84,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,205,0.675,138.375,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,94,0.47,44.18,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,74,0.2,14.8,Calculator school row,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,205,0.675,138.375,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,36,Indian River School District,District,TRUE,786,Sussex Central Middle,TRUE,FALSE,Official school/program record,Sussex Central Middle,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,94,0.47,44.18,Calculated from official shared school/charter total,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),11-Month Supervisor,11-Month Supervisor,Position,TotalBasePositions,Total Base positions divided by 150; fractional positions are retained.,54.73526251526251,0.006666666666666667,0.3649017501017501,Calculated from Total Base positions; fractional positions retained,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Administrative Assistant,Administrative Assistant,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Assistant Superintendent,Assistant Superintendent,Position,TotalBasePositions,"One per completed 300 Total Base positions, capped at two. The proposed materials do not explicitly authorize fractional positions, so the current-model completed-threshold rule is retained.",54.73526251526251,,0,Calculated from Total Base positions using completed 300-position thresholds; maximum two,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Buildings and Grounds Supervisor,Buildings and Grounds Supervisor,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Director,Director,Position,TotalBasePositions,"One at 200 Total Base positions plus one per completed additional 100, capped at six.",54.73526251526251,,0,Calculated from Total Base positions using completed thresholds,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Food Services Supervisor,Food Services Supervisor,Position,BaseDivisionIPositions,One per LEA plus one per completed 500 Base Division I positions beyond the first 500.,39.77938542938543,,1,Calculated from Base Division I positions using completed thresholds,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Reading Cadre,Reading Cadre,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Superintendent,Superintendent,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE
Proposed model,LEA,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Transportation Supervisor,Transportation Supervisor,Position,Enrollment,"Enrollment divided by 7,500.",556,1.3333333333333334e-4,0.07413333333333333,Calculated,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,31.481855921855917,,3,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",33.48185592185592,,1,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,106,0.05,5.3,Calculated from adjusted charter building input,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,1,0.3846153846153846,0.3846153846153846,Calculated from adjusted charter building input,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,16,0.16666666666666666,2.6666666666666665,Calculated from adjusted charter building input,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,228,0.0617283950617284,14.074074074074074,Calculated from adjusted charter building input,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,25,0.11904761904761904,2.9761904761904763,Calculated from adjusted charter building input,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",25.4015466015466,0.2,5.08030932030932,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per calculator charter building,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Shared charter total allocated across buildings,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Junior High,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,18.253406593406595,,1,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,82,Kuumba Academy Charter School,Charter,TRUE,581,Kuumba Academy Charter School,TRUE,TRUE,Charter building,Kuumba Junior High,2,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",18.253406593406595,,0,Calculated using threshold formula,TRUE
