RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,29,Appoquinimink School District,District,TRUE,29,Spring Meadow Early Childhood Center,Matched,2269436.55,92412.17,251908.87,2613757.59,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2822571.08,0,2822571.08,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,99574.68789049302,352221.2021903534,TRUE,199,27,4,199,0,451795.89008084644,3274366.9700808465,208813.49000000022,7.9890151557627895,,660609.3800808466,25.274317044865917,,7.9890151557627895,25.274317044865917,Increase,Increase,13134.460251256281,14183.774271356784,2270.3311059339017,16454.105377290685,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,29,Appoquinimink School District,District,TRUE,27,Townsend Early Childhood Center,Matched,1964625.2,87433.74,174237.98,2226296.92,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2383941.08,0,2383941.08,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,134912.43462506984,327061.38320395286,TRUE,192,32,12,192,0,461973.8178290227,2845914.8978290227,157644.16000000015,7.081003373081078,,619617.9778290228,27.83177626769671,,7.081003373081078,27.83177626769671,Increase,Increase,11595.296458333332,12416.359791666668,2406.11363452616,14822.473426192826,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,29,Appoquinimink School District,District,TRUE,14,Townsend Elementary School,Matched,3281597.7,193228.28,453812.02,3928638,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3952882.62,0,3952882.62,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,188996.27405626525,529120.5888193636,TRUE,444,44,18,444,0,718116.8628756289,4670999.482875629,24244.62000000011,0.6171253243490521,,742361.4828756293,18.896153905644383,,0.6171253243490521,18.896153905644383,Increase,Increase,8848.283783783783,8902.888783783785,1617.380321791957,10520.269105575742,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,29,Appoquinimink School District,District,TRUE,23,Waters (Alfred G.) Middle School,Matched,7001483.65,489354.43,949904.77,8440742.85,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8641370.11,0,8641370.11,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,238003.5626251003,1249257.385780469,TRUE,969,51,29,969,0,1487260.9484055694,10128631.058405569,200627.25999999978,2.376891033944954,,1687888.2084055692,19.996915418476103,,2.376891033944954,19.996915418476103,Increase,Increase,8710.77693498452,8917.822610939113,1534.8410200263875,10452.663630965499,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,190,Brandywine High School,Matched,6889943.85,608903.94,444102,7942949.79,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8512718.59,0,8512718.59,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,816705.5972714399,1541693.5235920192,TRUE,862,206,55,0,210,2358399.120863459,10871117.71086346,569768.7999999998,7.173264530984778,,2928167.92086346,36.864993463133295,,7.173264530984778,36.864993463133295,Increase,Increase,9214.558921113688,9875.54360788863,2735.9618571501846,12611.505465038817,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,510,Bush (Charles W.) Pre-School,Matched,6472631.15,220384.86,444102,7137118.01,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8032715.83,0,8032715.83,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,257418.27421578582,1172623.2118542122,TRUE,280,77,0,0,0,1430041.486069998,9462757.316069998,895597.8200000003,12.548451892558806,,2325639.306069998,32.585131741012056,,12.548451892558806,32.585131741012056,Increase,Increase,25489.70717857143,28688.27082142857,5107.291021678564,33795.561843107134,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,112,Carrcroft Elementary School,Matched,3697948.85,201350.97,460597.82,4359897.64,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4505763,0,4505763,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,543958.6158175999,825411.2043941828,TRUE,457,146,24,457,0,1369369.8202117826,5875132.820211783,145865.36000000034,3.3456143250188863,,1515235.1802117834,34.753916383499856,,3.3456143250188863,34.753916383499856,Increase,Increase,9540.257417943107,9859.437636761488,2996.432866984207,12855.870503745697,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,151,Claymont Elementary School,Matched,8182877.6,475284.55,994168.67,9652330.82,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10127611.02,0,10127611.02,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1266364.1853628529,1906226.285557877,TRUE,912,266,162,912,0,3172590.47092073,13300201.49092073,475280.19999999925,4.923994099075017,,3647870.6709207296,37.792640336800325,,4.923994099075017,37.792640336800325,Increase,Increase,10583.696074561403,11104.83664473684,3478.7176216236076,14583.55426636045,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,194,Concord High School,Matched,8530958.7,768667.88,592136,9891762.58,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10527079.04,0,10527079.04,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,758808.1537777884,1715811.8313285445,TRUE,997,204,33,0,248,2474619.985106333,13001699.025106333,635316.459999999,6.422682053495051,,3109936.445106333,31.439659210930362,,6.422682053495051,31.439659210930362,Increase,Increase,9921.527161484453,10558.755305917752,2482.066183657305,13040.821489575059,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,124,Forwood Elementary School,Matched,4004683.3,176343.46,423536.93,4604563.7,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4858393.75,0,4858393.75,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,330297.73366908624,749492.6297151151,TRUE,386,80,27,386,0,1079790.3633842012,5938184.113384201,253830.0499999998,5.5125754911371905,,1333620.413384201,28.963013659344117,,5.5125754911371905,28.963013659344117,Increase,Increase,11928.921502590674,12586.512305699482,2797.384361098967,15383.89666679845,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,110,Hanby Elementary School,Matched,4297956.05,289698.19,557060.14,5144714.38,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5283519.88,0,5283519.88,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,350059.13653817686,784849.737973961,TRUE,500,88,24,500,0,1134908.8745121378,6418428.754512138,138805.5,2.6980214983285427,,1273714.3745121378,24.75772764886003,,2.6980214983285427,24.75772764886003,Increase,Increase,10289.428759999999,10567.03976,2269.8177490242756,12836.857509024276,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,156,Harlan (David W. ) Elementary School,Matched,4418149.8,229060.44,473542.66,5120752.9,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5494709.57,0,5494709.57,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,564141.0009533253,978565.7069119164,TRUE,340,159,14,340,0,1542706.7078652417,7037416.277865242,373956.6699999999,7.30276733329585,,1916663.3778652418,37.429327587067164,,7.30276733329585,37.429327587067164,Increase,Increase,15061.037941176472,16160.910500000002,4537.372670191888,20698.283170191888,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,128,Lancashire Elementary School,Matched,3972952.15,228798.42,495048.78,4696799.35,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4821835.12,0,4821835.12,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,348920.00805198867,729813.6504174131,TRUE,523,80,35,523,0,1078733.6584694018,5900568.778469402,125035.77000000048,2.6621484266727404,,1203769.4284694027,25.62956896315792,,2.6621484266727404,25.62956896315792,Increase,Increase,8980.495889101338,9219.57001912046,2062.5882571116667,11282.158276232127,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,130,Lombardy Elementary School,Matched,3924874.65,200745.2,457465.91,4583085.76,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4766062.94,0,4766062.94,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,365164.97081154195,749427.575238098,TRUE,451,96,19,451,0,1114592.54604964,5880655.486049641,182977.18000000063,3.992445037729354,,1297569.7260496411,28.312141513355428,,3.992445037729354,28.312141513355428,Increase,Increase,10162.05268292683,10567.767050997783,2471.38036818102,13039.147419178804,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,132,Maple Lane Elementary School,Matched,3824873.45,168840.97,415185.19,4408899.6,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4651444.7,0,4651444.7,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,459539.2895259584,802723.4555344357,TRUE,370,111,38,370,0,1262262.745060394,5913707.445060395,242545.10000000056,5.501261584636688,,1504807.845060395,34.13114340504363,,5.501261584636688,34.13114340504363,Increase,Increase,11915.944864864863,12571.472162162163,3411.52093259566,15982.993094757823,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,176,Mount Pleasant Elementary School,Matched,5461203.4,356999.48,711462.72,6529665.6,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6715016.89,0,6715016.89,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,732360.561968028,1182332.5925490286,TRUE,654,194,36,654,0,1914693.1545170564,8629710.044517055,185351.29000000004,2.838603097837048,,2100044.4445170555,32.161592540314096,,2.838603097837048,32.161592540314096,Increase,Increase,9984.198165137614,10267.6099235474,2927.665373879291,13195.27529742669,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,196,Mount Pleasant High School,Matched,8216531.85,720539.9,518119,9455190.75,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10167031.39,0,10167031.39,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,901595.4331552025,1774490.9695980554,TRUE,1019,230,57,0,265,2676086.402753258,12843117.792753259,711840.6400000006,7.528569849317959,,3387927.0427532587,35.831398142372315,,7.528569849317959,35.831398142372315,Increase,Increase,9278.891805691856,9977.459656526007,2626.1888152632564,12603.648471789264,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,178,Springer Middle School,Matched,6622632.95,409204.43,844985.93,7876823.31,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8206104.95,0,8206104.95,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,659530.6298402139,1418691.771171756,TRUE,768,175,32,768,0,2078222.40101197,10284327.35101197,329281.6400000006,4.180386267925574,,2407504.0410119696,30.56440326591469,,4.180386267925574,30.56440326591469,Increase,Increase,10256.2803515625,10685.032486979168,2706.0187513176693,13391.051238296835,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,180,Talley Middle School,Matched,7264948.35,462483.92,984772.95,8712205.22,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9017452.05,0,9017452.05,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,936512.1976231446,1682146.1394721456,TRUE,894,230,72,894,0,2618658.3370952904,11636110.387095291,305246.8300000001,3.5036689597171824,,2923905.1670952905,33.56102264881325,,3.5036689597171824,33.56102264881325,Increase,Increase,9745.195995525728,10086.635402684564,2929.1480280707947,13015.783430755358,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,31,Brandywine School District,District,TRUE,170,duPont (Pierre S.) Middle School,Matched,5458318.75,358131.7,713028.68,6529479.13,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6711703.75,0,6711703.75,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,677979.5585839138,1232099.2674671835,TRUE,657,184,27,657,0,1910078.8260510974,8621782.576051097,182224.6200000001,2.7907987202648448,,2092303.4460510975,32.04395640745539,,2.7907987202648448,32.04395640745539,Increase,Increase,9938.324398782344,10215.68302891933,2907.2737078403306,13122.956736759661,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,10,Caesar Rodney School District,District,TRUE,610,Allen Frear Elementary School,Matched,3474869.25,225062.8,495048.78,4194980.83,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4174789.21,0,4174789.21,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,389160.9600097233,669849.6862268129,TRUE,523,99,25,523,0,1059010.646236536,5233799.856236536,-20191.62000000011,-0.4813280636612614,,1038819.026236536,24.763379579890376,,-0.4813280636612614,24.763379579890376,Decrease,Increase,8020.99585086042,7982.388546845124,2024.8769526511207,10007.265499496245,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,10,Caesar Rodney School District,District,TRUE,626,Caesar Rodney High School,Matched,15619413.85,1607281.31,1036238,18262933.16,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,19270775.86,0,19270775.86,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1942511.2329037685,3534312.1546287336,TRUE,2256,478,148,0,556,5476823.387532502,24747599.2475325,1007842.6999999993,5.518514967833345,,6484666.087532502,35.507254123534786,,5.518514967833345,35.507254123534786,Increase,Increase,8095.271790780142,8542.010576241135,2427.6699412821376,10969.680517523271,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
