Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,0,1.54,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,0,0.2,0,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,0,0.67,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,0,0.675,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,0,0.47,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Zero for a zero-enrollment record without a school code,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,0,0.675,0,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,,Leach Exceptional VocEd,FALSE,FALSE,Official school/program record,Leach Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,0,0.47,0,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,52.23885714285714,,5,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,370085,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",56.23885714285714,,2,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,268532,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,436,0.05,21.8,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,2096179,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,0,0.3846153846153846,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,64,0.16666666666666666,10.666666666666666,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,1025653.3333333333,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,71,0.11904761904761904,8.452380952380953,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,812738.6904761905,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",42.69904761904762,0.2,8.539809523809524,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,821145.3847619047,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-1.79,1,-1.79,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,-172117.45,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,TRUE,School-code record,McCullough (Calvin R. ) Middle School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",3.57,1,3.57,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,343273.35,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,71,0.48,34.08,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,110751.55699718889,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,0,1.54,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,571,0.2,114.2,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,371121.70801288064,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,64,0.67,42.88,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,139349.37687909213,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,229,0.675,154.57500000000002,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,502330.4554824083,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,108,0.47,50.76,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,164957.42468243276,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,91,0.2,18.2,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,59145.491119390776,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,229,0.675,154.57500000000002,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,764908.3388699937,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,476,McCullough (Calvin R. ) Middle School,TRUE,FALSE,Official school/program record,McCullough (Calvin R. ) Middle School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,108,0.47,50.76,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,251183.8737249935,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,32.374090354090356,,3,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,222051,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",34.374090354090356,,1,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,134266,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,97,0.05,4.85,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,466351.74999999994,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,4,0.3846153846153846,1.5384615384615383,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,147930.76923076922,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,26,0.16666666666666666,4.333333333333333,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,416671.6666666666,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,192,0.0617283950617284,11.851851851851851,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,1139614.8148148148,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,30,0.11904761904761904,3.571428571428571,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,343410.71428571426,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",26.145075295075294,0.2,5.229015059015059,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,502795.942999593,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,TRUE,School-code record,New Castle Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,30,0.48,14.4,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,46796.43253402348,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,4,1.54,6.16,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,20018.473917332263,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,349,0.2,69.8,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,226832.70769964156,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,26,0.67,17.42,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,56610.684357131184,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,133,0.675,89.775,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,291746.5090793026,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,77,0.47,36.19,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,117608.53426432704,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
